paper,year,month,title,outlet
w1293,1984,3,Effect of Expected Future Government Deficits on Current Economic Activity,NA
w1294,1984,3,"Some Issues Concerning Interest Rate Pegging, Price Level Determinacy, and the Real Bills Doctrine",2
w1295,1984,3,Some Pleasant Monetarist Arithmetic,2
w1296,1984,3,Stock Prices and Economic News,2
w1297,1984,3,The Demand for Labor in the Long Run,3
w1298,1984,3,"External Shocks and Domestic Response: Israel's Macroeconomic Performance, 1965-1982",3
w1299,1984,3,Incentives and Wage Rigidity,1
w1300,1984,3,Rational Bubbles in the Price of Gold,1
w1301,1984,3,Supply Shocks and Monetary Policy Revisited,1
w1302,1984,3,Taxation and Savings - A Neoclassical Perspective,2
w1303,1984,3,Bequests as a Means of Payment,1
w1304,1984,3,Pecuniary & Market Mediated Externalities: Towards a General Theory of the Welfare Economics & Economies with Imperfect Information & Incomplete Mrkts,1
w1305,1984,3,The Permanent Income Hypothesis and Consumption Durability: Analysis Based on Japanese Panel Data,1
w1306,1984,3,"Monetarist Monetary Policy, Exchange Risk, and Exchange Rate Variability",NA
w1307,1984,3,The Demand for International Reserves and Monetary Equilibrium: Some Evidence From Developing Countries,2
w1308,1984,3,Simulating Alternative Social Security Responses to the Demographic Transition,2
w1309,1984,3,The Behavior of U.S. Deficits,2
w1310,1984,3,The Impact of Affirmative Action on Employment,2
w1311,1984,3,Unions and Equal Employment Opportunity,2
w1312,1984,3,Banking and Insurance,2
w1313,1984,4,The Effects of Inflation and Money Supply Announcements on Interest Rates,2
w1314,1984,4,A Test of Dual Labor Market Theory,1
w1315,1984,3,Funding and Asset Allocation in Corporate Pension Plans: An Empirical Investigation,2
w1316,1984,3,"A Reconsideration of the Effects of Unionism on Relative Wages and Employment in the United States, 1920-80",2
w1317,1984,3,Open-Economy Implications of Two Models of Business Fluctuations,2
w1318,1984,3,The Heights of Europeans Since 1750: A New Source For European Economic History,2
w1319,1984,3,Optimal Price Adjustment with Time-Dependent Costs,NA
w1320,1984,3,Technological and Regulatory Forces in the Developing Fusion of Financial-Services Competition,2
w1321,1984,4,"Trade Policy, Income, and Employment",3
w1322,1984,4,Social Security and Pensions,3
w1323,1984,4,The Informational Content of Bond Ratings,2
w1324,1984,4,"Capital Controls, The Dual Exchange Rate, and Devaluation",2
w1325,1984,4,Cyclical Behavior of Prices and Quantities in the Automobile Market,2
w1326,1984,4,The Lucas Critique and the Volcker Deflation,1
w1327,1984,4,Splitting Blacks?: Affirmative Action and Earnings Inequality within and Across Races,2
w1328,1984,4,Affirmative Action as Earnings Redistribution: The Targeting of Compliance Reviews,2
w1329,1984,4,"Optimal Wage Indexation, Foreign-Exchange Intervention and Monetary Policy",1
w1330,1984,4,Recent U.S. Trade Policy and its Global Implications,3
w1331,1984,4,"Regulatory Structure in Futures Markets: Jurisdictional Competition Among the SEC, the CFTC, and Other Agencies",2
w1332,1984,4,Measuring Aspects of Fiscal and Financial Policy,NA
w1333,1984,4,Inflation and Real Interest Rates on Assets with Different Risk Characteristics,2
w1334,1984,4,The Architecture of Economic Systems: Hierarchies and Polyarchies,1
w1335,1984,4,Informational Imperfections in the Capital Market and Macro-Economic Fluctuations,1
w1336,1984,4,"External Debt, Budget Deficits and Disequilibrium Exchange Rates",3
w1337,1984,4,Equilibrium Wage Distributions,2
w1338,1984,4,Taxation and Pricing of Agricultural and Industrial Goods,2
w1339,1984,4,"Contracts, Credibility, and Disinflation",3
w1340,1984,4,Patents as Options: Some Estimates of the Value of Holding European Patent Stocks,1
w1341,1984,5,Excess Sensitivity of Consumption to Current Income: Liquidity Constraints or Myopia?,2
w1342,1984,5,The Roles of the Terms of Trade and Nontraded-Good-Prices in Exchange Rate Variations,2
w1343,1984,5,The 1981-82 Velocity Decline: A Structural Shift in Income or Money Demand?,3
w1344,1984,4,Targeted Export Promotion with Several Oligopolistic Industries,2
w1345,1984,5,Do Long-Term Interest Rates Overreact to Short-Term Interest Rates?,2
w1346,1984,5,What Promises Are Worth: The Impact of Affirmative Action Goals,2
w1347,1984,5,The Inefficiency of Marginal-Cost Pricing and The Apparent Rigidity of Prices,NA
w1348,1984,5,The Effects of Social Security Reforms on Retirement Ages and Retirement Incomes,2
w1349,1984,5,Microeconomic Evidence on the Composition of Effective Household Savings During the 1960s and 1970s,3
w1350,1984,5,Exchange Rates and Taxes,NA
w1351,1984,5,The After Tax Rate of Return Affects Private Savings,1
w1352,1984,5,Prospective Changes in Tax Law and the Value of Depreciable Real Estate,2
w1353,1984,5,The Economic Effects of Dividend Taxation,3
w1354,1984,5,Budget Deficits and Rates of Interest in the World Economy,1
w1355,1984,5,A Fiscal Framework for Analysis of Interest Rate Behavior in Open Economies,NA
w1356,1984,5,The Asset Price Approach to the Analysis of Capital Income Taxation,3
w1357,1984,5,The Social Security Student Benefit Program and Family Decisions,2
w1358,1984,5,The Degree of Fiscal Illusion in Interest Rates: Some Direct Estimates,1
w1359,1984,5,"Wage Bargaining, Labor Turnover, and the Business Cycle: A Model with Asymmetric Information",2
w1360,1984,6,Concepts and Measures of Earnings Replacement During Retirement,3
w1361,1984,6,Social Security and Household Portfolio Allocation,2
w1362,1984,6,Estimation of a Simultaneous Model of Married Women's Labor Force Participation and Fertility in Urban Japan,3
w1363,1984,6,"Uncertain Lifetimes, Pensions, and Individual Saving",3
w1364,1984,6,Post-Retirement Adjustments of Pension Benefits,2
w1365,1984,6,Micro-Production Functions Aren't Pretty: Firm-Level and Industry-Level Specification For Inputs and Outputs,NA
w1366,1984,6,Fuzzy Frontiers of Production: Evidence of Persistent Inefficiency in Safety Expenditures,NA
w1367,1984,6,Industrial Relations and Economic Performance Grievances and Productivity,2
w1368,1984,6,Ruling Out Productivity? Labor Contract Pages and Plant Performance,NA
w1369,1984,6,An Examination of Multijurisdictional Corporate Income Taxes Under Formula Apportionment,1
w1370,1984,6,Pension Plan Integration as Insurance Against Social Security Risk,3
w1371,1984,6,Inventory Fluctuations in the United States Since 1929,3
w1372,1984,6,Bequests and Social Security With Uncertain Lifetimes,1
w1373,1984,6,Stabilization Policies and the Information Content of Real Wages,2
w1374,1984,6,Excess Reserves in the Great Depression,NA
w1375,1984,6,Optimal Taxation by the Monetary Authority,NA
w1376,1984,6,The Cyclical Behavior of Industrial Labor Markets: A Comparison of the Pre-War and Post-War Eras,3
w1377,1984,6,Estimated Trade-Offs Between Unemployment and Inflation,2
w1378,1984,6,Business Cycles Analysis and Expectational Survey Data,NA
w1379,1984,6,The Reaction of Reduced-Form Coefficients to Regime Changes: The Case of Interest Rates,NA
w1380,1984,6,"Money, The Rate of Devaluation and Interest Rates in a Semi-Open Economy: Colombia 1968-1982",2
w1381,1984,6,"Counterfactuals, Forecasts, and Choice-Theoretic Modelling of Policy",NA
w1382,1984,6,Pricing FHA Mortgage Default Insurance,2
w1383,1984,6,Household Saving: An Econometric Investigation,3
w1384,1984,6,The Heights of Americans in Three Centuries: Some Economic and Demographic Implications,3
w1385,1984,6,Investment in Fixed and Working Capital During Early Industrialization: Evidence From U.S. Manufacturing Firms,2
w1386,1984,6,Was the Transition from the Artisanal Shop to the Non-Mechanized Factory Associated with Gains in Efficiency? Evidence from the U.S. Manufacturing Censuses of 1820 & 1850,2
w1387,1984,6,Determinants of Neonatal Mortality Rates in the U.S.: A Reduced Form Model,2
w1388,1984,6,An Empirical Model of Wage Indexation Provisions in Union Contracts,1
w1389,1984,6,"Debt, Deficits and Finite Horizons",1
w1390,1984,6,Household Formations,3
w1391,1984,6,The Role of Consumption in Economic Fluctuations,3
w1392,1984,6,Are Business Cycles All Alike?,3
w1393,1984,7,Capital Structure Puzzle,2
w1394,1984,7,The Development and Role of the National Bureau's Business Cycle Chronologies,3
w1395,1984,7,Major Changes in Cyclical Behavior,3
w1396,1984,7,Corporate Financing and Investment Decisions When Firms Have Information That Investors Do Not Have,2
w1397,1984,7,Incentive for the Homogenization of Time Use,3
w1398,1984,7,Economically Sensible Solutions for Linear Rational Expectations Models with Forward and Backward Looking Dynamic Processes,NA
w1399,1984,7,Risk and Return: Consumption versus Market Beta,2
w1400,1984,7,Ricardian Consumers With Keynesian Propensities,1
w1401,1984,7,The Compliance Cost of the U.S. Individual Income Tax System,2
w1402,1984,7,Nutrition and the Decline in Mortality Since 1700: Some Preliminary Findings,3
w1403,1984,7,The Impact of Annuity Insurance on Savings and Inequality,2
w1404,1984,7,An Empirical Evaluation of the Disequilibrium Real Wage Rate Hypothesis,2
w1405,1984,7,The Impact of OSHA and EPA Regulation on Productivity,1
w1406,1984,7,Exchange Rate Determination with Systematic and Unsystematic Policy Regime Changes: Evidence From the Yen/Dollar Rate,2
w1407,1984,7,Domestic and Foreign Disturbances in an Optimizing Model of Exchange Rate Determination,2
w1408,1984,7,The Pricing of Default-Free Mortgages,2
w1409,1984,7,Dissaving After Retirement: Testing the Pure Life Cycle Hypothesis,3
w1410,1984,7,Cyclical Unemployment: Sectoral Shifts or Aggregate Disturbances?,1
w1411,1984,8,On the Rationality of Black Youth Unemployment,2
w1412,1984,8,A Supergame-Theoretic Model of Business Cycles and Price Wars During Booms,1
w1413,1984,8,"Asset Markets, Tariffs, and Political Risk",2
w1414,1984,8,Empirical Tests of Alternative Models of International Growth,3
w1415,1984,8,Modeling the Term Structure of Interest Rates Under Nonseparable Utilityand Duriability of Goods,2
w1416,1984,8,Notches,1
w1417,1984,8,International Policy Coordination in Dynamic Macroeconomic Models,2
w1418,1984,8,Wages and Working Conditions,2
w1419,1984,8,Raids and Offermatching,3
w1420,1984,8,Testing the Sorting Model of Education,1
w1421,1984,8,The Short-Run Demand for Money: A Reconsideration,2
w1422,1984,8,The Open Economy: Implications for Monetary and Fiscal Policy,3
w1423,1984,8,The International Linkage of Real Interest Rates: The European - U.S. Connection,2
w1424,1984,8,Monetary Policy Under Dual Exchange Rates,2
w1425,1984,8,Unobservable Family and Individual Contributions to the Distributions of Income and Wealth,2
w1426,1984,8,"Fixed Investment in the American Business Cycle, 1919-83",3
w1427,1984,8,Borrowing Abroad: The Debtor's Perspective,2
w1428,1984,8,Securities Activities of U.S. Commercial Bank Affiliates: Lessons from the International Financial Markets,3
w1429,1984,8,"Fiscal policy in open, interdependent economies",3
w1430,1984,8,"'Precautionary' Saving Revisited: Social Security, Individual Welfare, and the Capital Stock",1
w1431,1984,8,Tied Wage-Hours Offers and the Endogeneity of Wages,2
w1432,1984,8,"Market Demand, Technological Opportunity and Research Spillovers on R&D Intensity and Productivity Growth",2
w1433,1984,8,Debt and Taxes in the Theory of Public Finance,2
w1434,1984,8,Can an Increased Budget Deficit Be Contractionary?,NA
w1435,1984,8,On the Theory of Optimal Taxation in a Growing Economy,1
w1436,1984,8,Adjusting the Gross Changes Data: Implications for Labor Market Dynamics,1
w1437,1984,8,Speculative Attack and the External Constraint in a Maximizing Model of the Balance of Payments,2
w1438,1984,8,Inter-Country Comparisons of Labor Force Trends and of Related Developments: An Overview,2
w1439,1984,8,Debt Policy and the Rate of Return Premium to Leverage,2
w1440,1984,9,International Policy Coordination in Historical Perspective: A View from the Interwar Years,2
w1441,1984,9,"Taxes and Ownership Structure: Corporations, Partnerships and Royalty Trusts",NA
w1442,1984,9,Theories of Wage Rigidity,3
w1443,1984,9,Are Tax Cuts Really Expansionary?,2
w1444,1984,9,Are Business Cycles Symmetric?,3
w1445,1984,9,The Use of Expected Future Variables in Macroeconometric Models,2
w1446,1984,9,Retail Pricing and Clearance Sales,1
w1447,1984,9,New Estimates of the Value of Federal Mineral Rights and Land,1
w1448,1984,9,Estimating the Long-Run Relationship Between Interest Rates and Inflation: A Response to McCallum,2
w1449,1984,9,Relative Factor Price Changes and Equity Prices,NA
w1450,1984,9,The Changing Cyclical Variability of Economic Activity in the United States,3
w1451,1984,9,Financial Intermediation in the United States,3
w1452,1984,9,Unionism Comes to the Public Sector,2
w1453,1984,9,The Causes of Inflation,2
w1454,1984,9,Patents and R&D: Is There A Lag?,2
w1455,1984,9,Estimating the Covariates of Historical Heights,NA
w1456,1984,9,The Capital Inflows Problem Revisited: A Stylized Model of Southern Cone Disinflation,1
w1457,1984,9,The Economics of Content Protection,3
w1458,1984,9,The Adjustment Process and the Timing of Trade Liberalization,NA
w1459,1984,9,An Analysis of the Health and Retirement Status of the Elderly,1
w1460,1984,9,An Examination of Aggregate Price Uncertainty in Four Countries and Some Implications for Real Output,2
w1461,1984,9,A General Equilibrium Model of Taxation That Uses Micro-Unit Data: Withan Application to the Impact of Instituting a Flat-Rate Income Tax,2
w1462,1984,9,The Persistence of Volatility and Stock Market Fluctuations,1
w1463,1984,9,Host-Country Regulation and Other Determinants of Overseas Operations of U.S. Motor Vehicle and Parts Companies,NA
w1464,1984,9,Export Subsidies and International Market Share Rivalry,2
w1465,1984,9,International Comparison of the Sources of Productivity Slowdown 1973 1982,2
w1466,1984,9,Argentina Since Martinez De Hoz,3
w1467,1984,9,How Long is a Spell of Unemployment?: Illusions and Biases in the Use of CPS Data,2
w1468,1984,9,Wealth and Portfolio Composition: Theory and Evidence,2
w1469,1984,9,Expected Future Tax Policy and Tax-Exempt Bond Yields,2
w1470,1984,9,Developing Country Debt and the Market Value of Large Commercial Banks,NA
w1471,1984,9,Comparable Worth in the Public Sector,2
w1472,1984,9,Pay Differences Between Women's and Men's Jobs: The Empirical Foundations of Comparable Worth Legislation,1
w1473,1984,9,Rules versus Discretion,2
w1474,1984,9,Part-time Employment of Married Women and Fertility in Urban Japan,2
w1475,1984,10,Testing Deviations From Purchasing Power Parity (PPP),2
w1476,1984,10,Brothers and Sisters in the Family and the Labor Market,2
w1477,1984,10,Pension Inequality,3
w1478,1984,10,Change and Progress in Contemporary Mortgage Markets,2
w1479,1984,10,A Dynamic Specific-Factors Model of International Trade,1
